1	5.09999991e-05
2	8.19999987e-05
3	8.39999993e-05
4	0.000116999996
5	7.9999998e-05
6	8.19999987e-05
7	0.000109999994
8	7.29999956e-05
9	8.2999999e-05
10	2.09999998e-05
11	0.000129999986
12	8.2999999e-05
13	7.89999976e-05
14	8.2999999e-05
15	7.89999976e-05
16	7.09999949e-05
17	0.000108999993
18	8.49999997e-05
19	7.9999998e-05
20	0.000104999999
21	8.2999999e-05
22	7.79999973e-05
23	7.29999956e-05
24	7.6999997e-05
25	8.39999993e-05
26	8.09999983e-05
27	8.69999931e-05
28	7.9999998e-05
29	0.000233999992
30	8.49999997e-05
31	7.09999949e-05
32	8.59999927e-05
33	7.79999973e-05
34	5.59999971e-05
35	8.79999934e-05
36	7.9999998e-05
37	8.49999997e-05
38	9.39999954e-05
39	9.99999975e-05
40	7.89999976e-05
41	8.89999937e-05
42	7.79999973e-05
43	8.59999927e-05
44	8.2999999e-05
45	8.49999997e-05
46	8.19999987e-05
47	8.2999999e-05
