1	9.09999944e-05
2	0.000119999997
3	0
4	0.000112999995
5	7.6999997e-05
6	7.9999998e-05
7	7.89999976e-05
8	8.2999999e-05
9	9.69999965e-05
10	8.39999993e-05
11	9.29999951e-05
12	0.000101999998
13	0.000131999986
14	0.000156999988
15	0.00026999999
16	0.000210999991
17	0.000333999982
18	0.000451
19	0.00104099989
20	0.00104299991
21	0.00204599998
22	0.00293799979
23	0.00712499954
24	0.0102149993
25	0.0162879992
26	0.022305999
27	0.0352659971
28	0.0625079945
29	0.104784995
30	0.153390989
31	0.291933984
32	0.428376973
33	0.726034999
34	1.1174649
35	1.93824589
36	3.03249192
37	4.95631456
38	6.72325563
39	10.8303337
40	17.5584927
41	28.3579273
42	46.4344978
43	74.5919418
